,sptl,neighbors,matching,clu-avg,deg-avg
0,0.0019038853158627558,0.010145343186195793,0.005057177818457458,0.0046341878959745815,0.0011631310951042187
1,0.0044546093466450035,0.015501918218583429,0.01262578772577442,0.003807260149975418,0.005609563178832552
2,0.004468921823172814,0.01819910613096575,0.015519291994146568,0.005272529358273619,0.006686129956646655
3,0.006983277195366885,0.03221513321223043,0.029749812469028775,0.007343637912846291,0.013703826922219787
4,0.007910849390442882,0.054420019606435464,0.044243413643856866,0.009600879123115826,0.019690141471289373
