optimal_eta,optimal_gamma
-2.55,0.26665
-3.025,0.207823529411765
-3.4,0.217627941176471
-2.875,0.261747794117647
-3.075,0.207823529411765
-2.4,0.229883455882353
-2.85,0.168605882352941
-2.825,0.212725735294118
-3.075,0.212725735294118
-2.7,0.212725735294118
-2.95,0.180861397058824
-3.15,0.1833125
-3.175,0.239687867647059
-3.125,0.1833125
-3.225,0.190665808823529
-2.9,0.168605882352941
-2.55,0.202921323529412
-2.75,0.210274632352941
-2.85,0.195568014705882
-3.35,0.1833125
-2.875,0.271552205882353
-3.4,0.212725735294118
-2.9,0.229883455882353
-2.825,0.190665808823529
-3.15,0.180861397058824
-2.75,0.212725735294118
-2.725,0.215176838235294
-3.35,0.207823529411765
-2.725,0.222530147058824
-2.95,0.178410294117647
-3.1,0.237236764705882
-3.2,0.256845588235294
-2.525,0.1833125
-3.075,0.188214705882353
-2.725,0.210274632352941
-2.925,0.200470220588235
-2.175,0.227432352941176
-3.225,0.210274632352941
-3.075,0.264198897058824
-2.65,0.239687867647059
-2.8,0.212725735294118
-3.275,0.200470220588235
-3.375,0.185763602941176
-3.1,0.217627941176471
-3.575,0.200470220588235
-2.425,0.242138970588235
-3.4,0.200470220588235
-2.55,0.215176838235294
-3.025,0.178410294117647
-3.325,0.210274632352941
-3.025,0.232334558823529
-3.275,0.200470220588235
-3.1,0.244590073529412
-2.225,0.229883455882353
-3.075,0.244590073529412
-2.7,0.200470220588235
-2.375,0.254394485294118
-3.075,0.247041176470588
-3.2,0.232334558823529
-3.25,0.205372426470588
-2.85,0.232334558823529
-3.325,0.207823529411765
-2.975,0.198019117647059
-2.825,0.222530147058824
-3.275,0.175959191176471
-3.05,0.215176838235294
-2.95,0.217627941176471
-3.075,0.205372426470588
-3.15,0.256845588235294
-2.85,0.188214705882353
-3.075,0.193116911764706
-2.95,0.227432352941176
-3.85,0.188214705882353
-3.475,0.212725735294118
-3.3,0.173508088235294
-3.35,0.168605882352941
-2.875,0.207823529411765
-3.075,0.195568014705882
-3.325,0.200470220588235
-3.1,0.239687867647059
-3.25,0.239687867647059
-3.125,0.212725735294118
-2.7,0.193116911764706
-3.225,0.234785661764706
-3.025,0.190665808823529
-2.8,0.180861397058824
-3.1,0.207823529411765
-3.15,0.256845588235294
-2.925,0.1833125
-3.075,0.220079044117647
-3.55,0.173508088235294
-3.05,0.205372426470588
-3.075,0.242138970588235
-3.025,0.163703676470588
-2.425,0.188214705882353
-2.9,0.171056985294118
-3.375,0.198019117647059
-3.325,0.198019117647059
-3.475,0.210274632352941
-3.025,0.227432352941176
-3.025,0.190665808823529
-3.225,0.232334558823529
-3.625,0.212725735294118
-3.05,0.239687867647059
-3.025,0.188214705882353
-3.075,0.202921323529412
-3.05,0.1833125
-2.975,0.156350367647059
-2.875,0.175959191176471
-3.05,0.259296691176471
-2.825,0.244590073529412
-3.05,0.217627941176471
-2.85,0.247041176470588
-2.7,0.222530147058824
-3.075,0.198019117647059
-3.075,0.212725735294118
-3.05,0.190665808823529
-2.925,0.220079044117647
-3.375,0.190665808823529
-2.45,0.205372426470588
-2.8,0.232334558823529
-2.925,0.210274632352941
-3.25,0.207823529411765
-2.7,0.210274632352941
-2.85,0.239687867647059
-2.625,0.229883455882353
-3.325,0.210274632352941
-3.375,0.207823529411765
-2.95,0.180861397058824
-2.75,0.190665808823529
-2.825,0.195568014705882
-2.875,0.227432352941176
-2.95,0.190665808823529
-3.575,0.249492279411765
-2.55,0.269101102941176
-3.075,0.171056985294118
-2.775,0.173508088235294
-3.35,0.222530147058824
-2.625,0.22498125
-2.725,0.220079044117647
-2.85,0.222530147058824
-2.725,0.254394485294118
-2.525,0.222530147058824
-2.925,0.185763602941176
-3.075,0.195568014705882
-3,0.215176838235294
-3.225,0.239687867647059
-3.075,0.212725735294118
-2.75,0.1833125
-3,0.212725735294118
-3.05,0.180861397058824
-2.9,0.229883455882353
-3,0.271552205882353
-3.225,0.217627941176471
-2.825,0.215176838235294
-2.4,0.237236764705882
-2.625,0.264198897058824
-3.025,0.193116911764706
-2.8,0.178410294117647
-3.425,0.261747794117647
-3.4,0.205372426470588
-2.975,0.205372426470588
-2.75,0.222530147058824
-3.15,0.212725735294118
-2.725,0.222530147058824
-3.525,0.237236764705882
-3.45,0.215176838235294
-3.025,0.212725735294118
-2.875,0.220079044117647
-3.325,0.1833125
-3.525,0.232334558823529
-2.75,0.190665808823529
-2.725,0.261747794117647
-3.275,0.198019117647059
-2.5,0.234785661764706
-3.2,0.180861397058824
-2.425,0.256845588235294
-2.95,0.198019117647059
-2.825,0.207823529411765
-3.075,0.210274632352941
-3.225,0.261747794117647
-3.35,0.202921323529412
-2.6,0.222530147058824
-2.675,0.251943382352941
-2.925,0.305867647058824
-3.35,0.207823529411765
-3.1,0.244590073529412
-3.225,0.151448161764706
-3.1,0.244590073529412
-3.075,0.234785661764706
-3.225,0.198019117647059
-2.85,0.261747794117647
-2.525,0.190665808823529
-3.45,0.222530147058824
-3.35,0.244590073529412
-2.8,0.215176838235294
-3.075,0.254394485294118
-3.225,0.210274632352941
-3.275,0.198019117647059
-2.225,0.217627941176471
-2.975,0.205372426470588
-2.6,0.190665808823529
-3.225,0.210274632352941
-3.6,0.229883455882353
-3.35,0.222530147058824
-2.65,0.242138970588235
-3.225,0.210274632352941
-2.875,0.222530147058824
-2.8,0.193116911764706
-3.15,0.205372426470588
-3.375,0.234785661764706
-2.725,0.210274632352941
-3.175,0.26665
-2.575,0.251943382352941
-3.075,0.215176838235294
-2.825,0.222530147058824
-2.7,0.222530147058824
-3.1,0.205372426470588
-2.725,0.244590073529412
-3.175,0.195568014705882
-2.925,0.22498125
-3.05,0.217627941176471
-2.575,0.136741544117647
-2.95,0.180861397058824
-3.15,0.200470220588235
-3.525,0.281356617647059
-3.125,0.1833125
-3.75,0.217627941176471
-2.65,0.242138970588235
-2.9,0.198019117647059
-3.25,0.173508088235294
-3.275,0.234785661764706
-3.1,0.195568014705882
-3.475,0.180861397058824
-3.1,0.229883455882353
-3,0.234785661764706
-3.15,0.180861397058824
-2.075,0.234785661764706
-3.125,0.264198897058824
-3.05,0.185763602941176
-2.95,0.207823529411765
-2.9,0.193116911764706
-2.9,0.188214705882353
-2.925,0.210274632352941
-3.25,0.200470220588235
-3.475,0.247041176470588
-2.5,0.205372426470588
-3.375,0.215176838235294
-3.375,0.251943382352941
-3.225,0.232334558823529
-2.875,0.200470220588235
-2.725,0.232334558823529
-2.9,0.256845588235294
-3,0.229883455882353
-2.45,0.227432352941176
-2.575,0.188214705882353
-2.7,0.207823529411765
-3.4,0.193116911764706
-3.2,0.173508088235294
-2.725,0.188214705882353
-2.85,0.251943382352941
-3.1,0.247041176470588
-2.65,0.237236764705882
-2.05,0.207823529411765
-2.7,0.247041176470588
-3.325,0.202921323529412
-3.425,0.175959191176471
-2.85,0.207823529411765
-2.925,0.210274632352941
-2.6,0.205372426470588
-2.45,0.227432352941176
-2.775,0.195568014705882
-3.075,0.202921323529412
-3.3,0.212725735294118
-3.075,0.168605882352941
-3.075,0.200470220588235
-2.325,0.229883455882353
-3.4,0.247041176470588
-2.35,0.0705617647058824
-3.475,0.220079044117647
-2.8,0.195568014705882
-2.625,0.193116911764706
-2.9,0.244590073529412
-2.425,0.237236764705882
-3.1,0.254394485294118
-2.9,0.222530147058824
-3.55,0.200470220588235
-3.325,0.220079044117647
-2.975,0.200470220588235
-2.85,0.217627941176471
-2.75,0.210274632352941
-2.6,0.232334558823529
-2.85,0.173508088235294
-2.925,0.229883455882353
-2.575,0.205372426470588
-2.7,0.198019117647059
-2.925,0.237236764705882
-2.5,0.227432352941176
-3.225,0.205372426470588
-2.475,0.229883455882353
-3.275,0.232334558823529
-3.125,0.200470220588235
-2.9,0.202921323529412
-3.15,0.210274632352941
-2.875,0.185763602941176
-3.275,0.229883455882353
-3.15,0.242138970588235
-2.575,0.259296691176471
-2.875,0.185763602941176
-2.675,0.198019117647059
-3.35,0.210274632352941
-3.25,0.220079044117647
-3.4,0.173508088235294
-2.85,0.229883455882353
-2.975,0.217627941176471
-3.125,0.188214705882353
-3.05,0.210274632352941
-2.825,0.200470220588235
-3.3,0.217627941176471
-3.025,0.185763602941176
-2.95,0.247041176470588
-2.825,0.202921323529412
-3.75,0.237236764705882
-2.7,0.264198897058824
-3,0.217627941176471
-3.475,0.259296691176471
-3.1,0.207823529411765
-2.775,0.234785661764706
-3.1,0.244590073529412
-3.45,0.202921323529412
-3.15,0.193116911764706
-3.2,0.261747794117647
-2.375,0.237236764705882
-2.75,0.202921323529412
-3.575,0.274003308823529
-3.325,0.175959191176471
-3.625,0.251943382352941
-3.475,0.202921323529412
-3,0.1833125
-3.225,0.200470220588235
-3.1,0.212725735294118
-2.7,0.247041176470588
-3.5,0.200470220588235
-3.225,0.215176838235294
-2.75,0.276454411764706
-2.775,0.222530147058824
-3.475,0.242138970588235
-2.6,0.207823529411765
-3.35,0.202921323529412
-3.2,0.234785661764706
-2.45,0.234785661764706
-2.4,0.264198897058824
-2.675,0.247041176470588
-2.825,0.215176838235294
-3.2,0.264198897058824
-2.15,0.220079044117647
-3.725,0.256845588235294
-3.025,0.237236764705882
-3.4,0.198019117647059
-2.925,0.254394485294118
-2.725,0.227432352941176
-3.2,0.195568014705882
-3.05,0.210274632352941
-3.15,0.239687867647059
-3.325,0.247041176470588
-3.075,0.202921323529412
-3.325,0.200470220588235
-2.575,0.242138970588235
-2.6,0.227432352941176
-2.75,0.249492279411765
-3.3,0.237236764705882
-3.425,0.22498125
-2.975,0.220079044117647
-2.725,0.244590073529412
-2.725,0.205372426470588
-3.525,0.190665808823529
-3.025,0.153899264705882
-3.225,0.212725735294118
-3.05,0.227432352941176
-2.65,0.227432352941176
-2.875,0.188214705882353
-2.25,0.215176838235294
-3.125,0.198019117647059
-2.45,0.210274632352941
-3.35,0.200470220588235
-3.575,0.175959191176471
-2.95,0.237236764705882
-3.075,0.207823529411765
-3.05,0.180861397058824
-3.075,0.185763602941176
-3.075,0.200470220588235
-2.3,0.234785661764706
-2.85,0.198019117647059
-3.375,0.22498125
-2.775,0.185763602941176
-3.275,0.237236764705882
-3.25,0.229883455882353
-3.625,0.188214705882353
-2.875,0.207823529411765
-3.475,0.261747794117647
-3.65,0.217627941176471
-2.975,0.22498125
-3.125,0.220079044117647
-2.7,0.22498125
-3.1,0.193116911764706
-2.925,0.193116911764706
-3.325,0.212725735294118
-3.775,0.200470220588235
-3.05,0.244590073529412
-3.475,0.22498125
-2.625,0.210274632352941
-3.475,0.200470220588235
-3.05,0.229883455882353
-3,0.227432352941176
-3.95,0.171056985294118
-3.275,0.22498125
-2.85,0.261747794117647
-2.875,0.198019117647059
-2.875,0.215176838235294
-3.625,0.215176838235294
-2.675,0.227432352941176
-3.3,0.188214705882353
-2.9,0.212725735294118
-3.125,0.249492279411765
-3.575,0.242138970588235
-3.225,0.217627941176471
-2.925,0.217627941176471
-3.15,0.232334558823529
-2.825,0.195568014705882
-2.675,0.232334558823529
-2.725,0.227432352941176
-3.65,0.178410294117647
-2.575,0.256845588235294
-2.875,0.202921323529412
-2.75,0.242138970588235
-3.775,0.210274632352941
-3,0.256845588235294
-2.6,0.173508088235294
-3.175,0.207823529411765
-2.875,0.227432352941176
-3.4,0.200470220588235
-3.75,0.222530147058824
-3.05,0.242138970588235
-2.25,0.215176838235294
-3.3,0.229883455882353
-3.375,0.207823529411765
-3.125,0.200470220588235
-3.1,0.215176838235294
-2.6,0.220079044117647
-3.125,0.229883455882353
-2.975,0.210274632352941
-2.75,0.220079044117647
-3.35,0.202921323529412
-3.35,0.234785661764706
-3.475,0.195568014705882
-3.1,0.205372426470588
-3.775,0.207823529411765
-2.725,0.286258823529412
-2.85,0.237236764705882
-2.575,0.175959191176471
-2.1,0.229883455882353
-2.9,0.210274632352941
-2.55,0.254394485294118
-3.125,0.1833125
-2.225,0.212725735294118
-2.975,0.217627941176471
-3.025,0.220079044117647
-2.375,0.229883455882353
-3.125,0.168605882352941
-2.975,0.22498125
-2.85,0.220079044117647
-2.65,0.193116911764706
-2.525,0.256845588235294
-3.25,0.237236764705882
-3.2,0.190665808823529
-3.475,0.217627941176471
-3.075,0.198019117647059
-2.7,0.229883455882353
-2.4,0.207823529411765
-2.925,0.195568014705882
-2.775,0.232334558823529
-3.15,0.205372426470588
-2.95,0.222530147058824
-3.525,0.222530147058824
-3.375,0.175959191176471
-2.6,0.227432352941176
-2.775,0.234785661764706
-3.2,0.163703676470588
-3.55,0.144094852941176
-3.45,0.190665808823529
-2.8,0.229883455882353
-2.9,0.229883455882353
-2.875,0.291161029411765
-3.625,0.212725735294118
-2.7,0.205372426470588
-2.675,0.237236764705882
-2.6,0.200470220588235
-3.45,0.264198897058824
-2.75,0.242138970588235
-3.2,0.205372426470588
-2.625,0.215176838235294
-2.85,0.259296691176471
-3.225,0.175959191176471
-2.6,0.207823529411765
-2.5,0.205372426470588
-2.875,0.198019117647059
-3.075,0.220079044117647
-3.075,0.247041176470588
-2.775,0.198019117647059
-2.975,0.283807720588235
-2.9,0.259296691176471
-2.95,0.222530147058824
-2.6,0.232334558823529
-2.85,0.234785661764706
-3.5,0.193116911764706
-2.7,0.212725735294118
-2.9,0.178410294117647
-2.6,0.193116911764706
-3.8,0.242138970588235
-2.55,0.205372426470588
-2.85,0.22498125
-2.85,0.22498125
-2.775,0.212725735294118
-2.85,0.237236764705882
-3.175,0.168605882352941
-2.725,0.210274632352941
-3.125,0.220079044117647
-3.025,0.227432352941176
-3.75,0.244590073529412
-2.625,0.215176838235294
-3.2,0.202921323529412
-3.125,0.205372426470588
-3.425,0.234785661764706
-3.025,0.242138970588235
-2.6,0.222530147058824
-2.95,0.212725735294118
-2.475,0.259296691176471
-3.125,0.212725735294118
-3.05,0.175959191176471
-3.325,0.099975
-3.075,0.1833125
-3.575,0.148997058823529
-2.675,0.222530147058824
-3.275,0.269101102941176
-3.65,0.198019117647059
-2.575,0.222530147058824
-3,0.188214705882353
-3.35,0.254394485294118
-2.325,0.254394485294118
-2.875,0.190665808823529
-4.125,0.171056985294118
-3.2,0.239687867647059
-3.4,0.207823529411765
-3,0.207823529411765
-2.875,0.215176838235294
-3.075,0.212725735294118
-3.375,0.173508088235294
-2.9,0.202921323529412
-3.075,0.171056985294118
-3.125,0.200470220588235
-2.65,0.212725735294118
-2.875,0.215176838235294
-3.2,0.193116911764706
-3.4,0.215176838235294
-2.725,0.207823529411765
-2.825,0.215176838235294
-2.825,0.195568014705882
-3.175,0.220079044117647
-3.5,0.202921323529412
-2.825,0.274003308823529
-3.3,0.217627941176471
-3.325,0.207823529411765
-2.85,0.22498125
-3.35,0.215176838235294
-3.275,0.200470220588235
-3,0.212725735294118
-3.05,0.207823529411765
-3.225,0.190665808823529
-3.75,0.222530147058824
-3.4,0.22498125
-2.825,0.1833125
-3.15,0.22498125
-2.525,0.202921323529412
-3.025,0.217627941176471
-3.425,0.215176838235294
-2.725,0.185763602941176
-3.575,0.180861397058824
-2.9,0.215176838235294
-3.2,0.207823529411765
-3.375,0.200470220588235
-2.45,0.244590073529412
-2.6,0.193116911764706
-2.975,0.210274632352941
-3.25,0.256845588235294
-2.95,0.205372426470588
-3.2,0.232334558823529
-3.2,0.205372426470588
-2.875,0.242138970588235
-2.925,0.195568014705882
-3.125,0.173508088235294
-2.6,0.1833125
-2.575,0.237236764705882
-3.325,0.205372426470588
-3.3,0.215176838235294
-3.025,0.185763602941176
-3.45,0.22498125
-3.125,0.207823529411765
-3.1,0.178410294117647
-3.1,0.251943382352941
-3.35,0.232334558823529
-3.025,0.222530147058824
-2.85,0.22498125
-2.975,0.198019117647059
-2.55,0.180861397058824
-2.825,0.26665
-3.3,0.200470220588235
-3.1,0.227432352941176
-2.775,0.222530147058824
-3.3,0.202921323529412
-2.475,0.232334558823529
-3.175,0.190665808823529
-2.9,0.220079044117647
-2.95,0.227432352941176
-2.725,0.234785661764706
-3.125,0.249492279411765
-3.6,0.202921323529412
-3.05,0.22498125
-3.175,0.198019117647059
-3.5,0.195568014705882
-3.325,0.161252573529412
-3.35,0.210274632352941
-3.375,0.207823529411765
-3.275,0.22498125
-2.4,0.185763602941176
-2.8,0.244590073529412
-1.65,0.249492279411765
-3.3,0.1833125
-3.25,0.242138970588235
-3.175,0.193116911764706
-2.8,0.215176838235294
-3.65,0.178410294117647
-3.675,0.242138970588235
-2.725,0.205372426470588
-2.425,0.227432352941176
